timestamp,source_ip,destination_ip,packet_size,malicious
2024-11-17 12:15:23.084766,192.168.1.1,172.16.0.2,746,1
2024-11-17 12:15:24.084766,192.168.1.1,192.168.1.101,228,0
2024-11-17 12:15:25.084766,192.168.1.2,192.168.1.100,532,0
2024-11-17 12:15:26.084766,172.16.0.1,192.168.1.101,444,0
2024-11-17 12:15:27.084766,192.168.1.1,192.168.1.101,941,0
2024-11-17 12:15:28.084766,10.0.0.1,192.168.1.101,1184,0
2024-11-17 12:15:29.084766,10.0.0.1,10.0.0.2,274,0
2024-11-17 12:15:30.084766,10.0.0.1,172.16.0.2,389,0
2024-11-17 12:15:31.084766,172.16.0.1,192.168.1.101,409,0
2024-11-17 12:15:32.084766,192.168.1.1,192.168.1.101,1235,0
2024-11-17 12:15:33.084766,192.168.1.2,172.16.0.2,740,0
2024-11-17 12:15:34.084766,10.0.0.1,192.168.1.101,1276,0
2024-11-17 12:15:35.084766,192.168.1.2,10.0.0.2,744,0
2024-11-17 12:15:36.084766,10.0.0.1,192.168.1.101,88,0
2024-11-17 12:15:37.084766,172.16.0.1,192.168.1.100,596,0
2024-11-17 12:15:38.084766,192.168.1.2,192.168.1.100,976,0
2024-11-17 12:15:39.084766,192.168.1.1,172.16.0.2,344,0
2024-11-17 12:15:40.084766,172.16.0.1,10.0.0.2,838,0
2024-11-17 12:15:41.084766,10.0.0.1,192.168.1.101,241,0
2024-11-17 12:15:42.084766,192.168.1.2,192.168.1.100,748,0
2024-11-17 12:15:43.084766,10.0.0.1,192.168.1.101,1044,0
2024-11-17 12:15:44.084766,192.168.1.2,192.168.1.100,1319,0
2024-11-17 12:15:45.084766,172.16.0.1,192.168.1.100,1105,0
2024-11-17 12:15:46.084766,10.0.0.1,172.16.0.2,139,0
2024-11-17 12:15:47.084766,172.16.0.1,172.16.0.2,1083,0
2024-11-17 12:15:48.084766,10.0.0.1,10.0.0.2,1007,0
2024-11-17 12:15:49.084766,172.16.0.1,192.168.1.100,539,0
2024-11-17 12:15:50.084766,172.16.0.1,192.168.1.100,29,0
2024-11-17 12:15:51.084766,10.0.0.1,192.168.1.101,1060,0
2024-11-17 12:15:52.084766,192.168.1.2,10.0.0.2,1495,0
2024-11-17 12:15:53.084766,172.16.0.1,192.168.1.101,406,0
2024-11-17 12:15:54.084766,192.168.1.1,192.168.1.100,588,1
2024-11-17 12:15:55.084766,192.168.1.2,192.168.1.101,166,0
2024-11-17 12:15:56.084766,10.0.0.1,192.168.1.100,1180,0
2024-11-17 12:15:57.084766,10.0.0.1,192.168.1.100,1242,0
2024-11-17 12:15:58.084766,192.168.1.1,192.168.1.101,107,0
2024-11-17 12:15:59.084766,172.16.0.1,10.0.0.2,441,0
2024-11-17 12:16:00.084766,192.168.1.2,192.168.1.101,857,1
2024-11-17 12:16:01.084766,172.16.0.1,172.16.0.2,429,0
2024-11-17 12:16:02.084766,192.168.1.2,192.168.1.101,403,0
2024-11-17 12:16:03.084766,192.168.1.2,10.0.0.2,640,0
2024-11-17 12:16:04.084766,10.0.0.1,192.168.1.101,897,0
2024-11-17 12:16:05.084766,192.168.1.2,192.168.1.100,703,1
2024-11-17 12:16:06.084766,10.0.0.1,192.168.1.100,1054,0
2024-11-17 12:16:07.084766,172.16.0.1,192.168.1.100,668,0
2024-11-17 12:16:08.084766,10.0.0.1,172.16.0.2,41,0
2024-11-17 12:16:09.084766,192.168.1.1,192.168.1.101,108,0
2024-11-17 12:16:10.084766,192.168.1.1,172.16.0.2,980,0
2024-11-17 12:16:11.084766,192.168.1.1,10.0.0.2,380,0
2024-11-17 12:16:12.084766,192.168.1.1,10.0.0.2,1053,0
2024-11-17 12:16:13.084766,192.168.1.1,192.168.1.100,1059,0
2024-11-17 12:16:14.084766,192.168.1.1,192.168.1.100,668,0
2024-11-17 12:16:15.084766,192.168.1.2,172.16.0.2,880,0
2024-11-17 12:16:16.084766,10.0.0.1,10.0.0.2,557,0
2024-11-17 12:16:17.084766,10.0.0.1,192.168.1.101,1414,0
2024-11-17 12:16:18.084766,10.0.0.1,10.0.0.2,1078,0
2024-11-17 12:16:19.084766,192.168.1.1,192.168.1.101,874,0
2024-11-17 12:16:20.084766,192.168.1.2,10.0.0.2,1417,1
2024-11-17 12:16:21.084766,192.168.1.1,172.16.0.2,1405,0
2024-11-17 12:16:22.084766,192.168.1.1,192.168.1.100,895,1
2024-11-17 12:16:23.084766,10.0.0.1,172.16.0.2,978,0
2024-11-17 12:16:24.084766,172.16.0.1,192.168.1.101,1071,0
2024-11-17 12:16:25.084766,192.168.1.1,192.168.1.101,1369,1
2024-11-17 12:16:26.084766,192.168.1.1,192.168.1.101,617,0
2024-11-17 12:16:27.084766,192.168.1.1,172.16.0.2,1288,0
2024-11-17 12:16:28.084766,172.16.0.1,192.168.1.101,362,0
2024-11-17 12:16:29.084766,10.0.0.1,10.0.0.2,1045,0
2024-11-17 12:16:30.084766,10.0.0.1,172.16.0.2,306,0
2024-11-17 12:16:31.084766,192.168.1.1,192.168.1.100,43,0
2024-11-17 12:16:32.084766,192.168.1.2,192.168.1.100,1232,0
2024-11-17 12:16:33.084766,10.0.0.1,192.168.1.100,1117,0
2024-11-17 12:16:34.084766,10.0.0.1,172.16.0.2,138,0
2024-11-17 12:16:35.084766,10.0.0.1,192.168.1.100,655,0
2024-11-17 12:16:36.084766,192.168.1.1,10.0.0.2,1180,0
2024-11-17 12:16:37.084766,10.0.0.1,172.16.0.2,1271,0
2024-11-17 12:16:38.084766,10.0.0.1,172.16.0.2,1358,0
2024-11-17 12:16:39.084766,172.16.0.1,172.16.0.2,1300,0
2024-11-17 12:16:40.084766,172.16.0.1,172.16.0.2,1408,1
2024-11-17 12:16:41.084766,10.0.0.1,192.168.1.100,1320,0
2024-11-17 12:16:42.084766,192.168.1.2,10.0.0.2,1135,0
2024-11-17 12:16:43.084766,10.0.0.1,192.168.1.100,839,1
2024-11-17 12:16:44.084766,10.0.0.1,10.0.0.2,1334,0
2024-11-17 12:16:45.084766,172.16.0.1,172.16.0.2,170,0
2024-11-17 12:16:46.084766,192.168.1.1,192.168.1.101,1109,0
2024-11-17 12:16:47.084766,10.0.0.1,172.16.0.2,608,0
2024-11-17 12:16:48.084766,192.168.1.1,192.168.1.100,434,0
2024-11-17 12:16:49.084766,172.16.0.1,172.16.0.2,547,0
2024-11-17 12:16:50.084766,192.168.1.2,192.168.1.100,899,0
2024-11-17 12:16:51.084766,192.168.1.1,192.168.1.100,1438,0
2024-11-17 12:16:52.084766,192.168.1.1,192.168.1.101,304,0
2024-11-17 12:16:53.084766,10.0.0.1,192.168.1.100,114,0
2024-11-17 12:16:54.084766,10.0.0.1,192.168.1.100,755,0
2024-11-17 12:16:55.084766,192.168.1.2,192.168.1.101,544,0
2024-11-17 12:16:56.084766,172.16.0.1,172.16.0.2,520,0
2024-11-17 12:16:57.084766,10.0.0.1,192.168.1.101,524,0
2024-11-17 12:16:58.084766,192.168.1.2,10.0.0.2,387,0
2024-11-17 12:16:59.084766,10.0.0.1,172.16.0.2,1497,0
2024-11-17 12:17:00.084766,10.0.0.1,192.168.1.101,453,0
2024-11-17 12:17:01.084766,192.168.1.2,192.168.1.100,632,0
2024-11-17 12:17:02.084766,192.168.1.2,192.168.1.100,47,0
2024-11-17 12:17:03.084766,10.0.0.1,192.168.1.100,532,0
2024-11-17 12:17:04.084766,172.16.0.1,192.168.1.101,1188,0
2024-11-17 12:17:05.084766,172.16.0.1,172.16.0.2,265,0
2024-11-17 12:17:06.084766,172.16.0.1,10.0.0.2,1084,0
2024-11-17 12:17:07.084766,10.0.0.1,192.168.1.101,138,0
2024-11-17 12:17:08.084766,10.0.0.1,192.168.1.101,544,0
2024-11-17 12:17:09.084766,192.168.1.2,192.168.1.100,172,0
2024-11-17 12:17:10.084766,172.16.0.1,172.16.0.2,164,1
2024-11-17 12:17:11.084766,10.0.0.1,10.0.0.2,981,1
2024-11-17 12:17:12.084766,10.0.0.1,172.16.0.2,1030,0
2024-11-17 12:17:13.084766,192.168.1.2,10.0.0.2,1382,0
2024-11-17 12:17:14.084766,172.16.0.1,172.16.0.2,568,0
2024-11-17 12:17:15.084766,10.0.0.1,10.0.0.2,1267,0
2024-11-17 12:17:16.084766,172.16.0.1,10.0.0.2,126,0
2024-11-17 12:17:17.084766,172.16.0.1,172.16.0.2,1410,0
2024-11-17 12:17:18.084766,172.16.0.1,10.0.0.2,825,0
2024-11-17 12:17:19.084766,192.168.1.2,192.168.1.100,983,0
2024-11-17 12:17:20.084766,192.168.1.1,172.16.0.2,482,0
2024-11-17 12:17:21.084766,172.16.0.1,192.168.1.100,1103,0
2024-11-17 12:17:22.084766,172.16.0.1,172.16.0.2,347,0
2024-11-17 12:17:23.084766,192.168.1.1,192.168.1.101,788,0
2024-11-17 12:17:24.084766,192.168.1.2,192.168.1.101,1012,0
2024-11-17 12:17:25.084766,192.168.1.1,192.168.1.101,1377,0
2024-11-17 12:17:26.084766,192.168.1.1,192.168.1.101,1407,0
2024-11-17 12:17:27.084766,192.168.1.2,192.168.1.101,1157,0
2024-11-17 12:17:28.084766,192.168.1.1,192.168.1.101,1305,0
2024-11-17 12:17:29.084766,172.16.0.1,192.168.1.101,1368,0
2024-11-17 12:17:30.084766,192.168.1.1,172.16.0.2,1201,1
2024-11-17 12:17:31.084766,192.168.1.2,192.168.1.100,1311,0
2024-11-17 12:17:32.084766,172.16.0.1,192.168.1.101,132,0
2024-11-17 12:17:33.084766,172.16.0.1,10.0.0.2,408,0
2024-11-17 12:17:34.084766,10.0.0.1,192.168.1.100,448,0
2024-11-17 12:17:35.084766,192.168.1.2,172.16.0.2,74,0
2024-11-17 12:17:36.084766,192.168.1.2,192.168.1.101,283,0
2024-11-17 12:17:37.084766,172.16.0.1,192.168.1.101,82,0
2024-11-17 12:17:38.084766,192.168.1.1,10.0.0.2,1073,0
2024-11-17 12:17:39.084766,172.16.0.1,172.16.0.2,263,0
2024-11-17 12:17:40.084766,192.168.1.2,10.0.0.2,1497,0
2024-11-17 12:17:41.084766,192.168.1.1,172.16.0.2,837,0
2024-11-17 12:17:42.084766,192.168.1.1,172.16.0.2,1041,0
2024-11-17 12:17:43.084766,192.168.1.2,192.168.1.100,891,0
2024-11-17 12:17:44.084766,192.168.1.1,10.0.0.2,1004,0
2024-11-17 12:17:45.084766,192.168.1.2,192.168.1.101,981,0
2024-11-17 12:17:46.084766,192.168.1.2,192.168.1.101,985,0
2024-11-17 12:17:47.084766,192.168.1.2,10.0.0.2,730,0
2024-11-17 12:17:48.084766,10.0.0.1,172.16.0.2,981,0
2024-11-17 12:17:49.084766,10.0.0.1,192.168.1.101,979,0
2024-11-17 12:17:50.084766,192.168.1.1,10.0.0.2,610,0
2024-11-17 12:17:51.084766,10.0.0.1,172.16.0.2,516,0
2024-11-17 12:17:52.084766,192.168.1.2,192.168.1.101,816,0
2024-11-17 12:17:53.084766,172.16.0.1,192.168.1.101,1330,0
2024-11-17 12:17:54.084766,172.16.0.1,192.168.1.101,600,0
2024-11-17 12:17:55.084766,10.0.0.1,192.168.1.101,438,0
2024-11-17 12:17:56.084766,172.16.0.1,192.168.1.100,180,0
2024-11-17 12:17:57.084766,10.0.0.1,192.168.1.101,723,0
2024-11-17 12:17:58.084766,192.168.1.1,192.168.1.101,916,0
2024-11-17 12:17:59.084766,192.168.1.2,10.0.0.2,570,0
2024-11-17 12:18:00.084766,192.168.1.1,172.16.0.2,1472,0
2024-11-17 12:18:01.084766,192.168.1.2,10.0.0.2,683,0
2024-11-17 12:18:02.084766,172.16.0.1,172.16.0.2,342,0
2024-11-17 12:18:03.084766,10.0.0.1,10.0.0.2,843,0
2024-11-17 12:18:04.084766,10.0.0.1,192.168.1.101,54,0
2024-11-17 12:18:05.084766,172.16.0.1,172.16.0.2,679,0
2024-11-17 12:18:06.084766,192.168.1.1,192.168.1.100,1197,0
2024-11-17 12:18:07.084766,192.168.1.2,192.168.1.100,857,0
2024-11-17 12:18:08.084766,10.0.0.1,192.168.1.101,408,0
2024-11-17 12:18:09.084766,172.16.0.1,192.168.1.101,38,0
2024-11-17 12:18:10.084766,192.168.1.1,192.168.1.100,347,0
2024-11-17 12:18:11.084766,192.168.1.2,192.168.1.100,858,0
2024-11-17 12:18:12.084766,172.16.0.1,172.16.0.2,1293,0
2024-11-17 12:18:13.084766,10.0.0.1,172.16.0.2,389,0
2024-11-17 12:18:14.084766,192.168.1.1,172.16.0.2,364,0
2024-11-17 12:18:15.084766,10.0.0.1,172.16.0.2,1001,0
2024-11-17 12:18:16.084766,10.0.0.1,10.0.0.2,1114,0
2024-11-17 12:18:17.084766,192.168.1.1,192.168.1.101,1233,0
2024-11-17 12:18:18.084766,192.168.1.1,192.168.1.101,1298,0
2024-11-17 12:18:19.084766,172.16.0.1,192.168.1.101,1368,0
2024-11-17 12:18:20.084766,10.0.0.1,192.168.1.100,451,0
2024-11-17 12:18:21.084766,192.168.1.1,10.0.0.2,558,0
2024-11-17 12:18:22.084766,192.168.1.2,10.0.0.2,1124,0
2024-11-17 12:18:23.084766,192.168.1.1,192.168.1.101,771,0
2024-11-17 12:18:24.084766,10.0.0.1,10.0.0.2,1440,0
2024-11-17 12:18:25.084766,192.168.1.2,172.16.0.2,1257,0
2024-11-17 12:18:26.084766,192.168.1.2,192.168.1.100,310,0
2024-11-17 12:18:27.084766,192.168.1.2,172.16.0.2,990,0
2024-11-17 12:18:28.084766,10.0.0.1,192.168.1.101,242,0
2024-11-17 12:18:29.084766,192.168.1.1,10.0.0.2,214,0
2024-11-17 12:18:30.084766,172.16.0.1,192.168.1.100,202,0
2024-11-17 12:18:31.084766,172.16.0.1,172.16.0.2,689,0
2024-11-17 12:18:32.084766,192.168.1.1,172.16.0.2,674,1
2024-11-17 12:18:33.084766,192.168.1.2,10.0.0.2,1323,0
2024-11-17 12:18:34.084766,192.168.1.1,10.0.0.2,376,0
2024-11-17 12:18:35.084766,192.168.1.1,10.0.0.2,1360,0
2024-11-17 12:18:36.084766,192.168.1.2,10.0.0.2,381,0
2024-11-17 12:18:37.084766,192.168.1.1,172.16.0.2,1019,0
2024-11-17 12:18:38.084766,192.168.1.1,172.16.0.2,415,0
2024-11-17 12:18:39.084766,172.16.0.1,172.16.0.2,1267,0
2024-11-17 12:18:40.084766,10.0.0.1,172.16.0.2,1333,0
2024-11-17 12:18:41.084766,192.168.1.2,192.168.1.101,1310,0
2024-11-17 12:18:42.084766,172.16.0.1,192.168.1.100,518,0
2024-11-17 12:18:43.084766,192.168.1.1,10.0.0.2,875,0
2024-11-17 12:18:44.084766,10.0.0.1,10.0.0.2,1121,0
2024-11-17 12:18:45.084766,192.168.1.2,172.16.0.2,518,0
2024-11-17 12:18:46.084766,192.168.1.2,192.168.1.101,406,0
2024-11-17 12:18:47.084766,192.168.1.1,172.16.0.2,828,0
2024-11-17 12:18:48.084766,10.0.0.1,192.168.1.101,1080,0
2024-11-17 12:18:49.084766,192.168.1.2,10.0.0.2,451,0
2024-11-17 12:18:50.084766,192.168.1.2,192.168.1.101,1342,0
2024-11-17 12:18:51.084766,192.168.1.1,10.0.0.2,623,0
2024-11-17 12:18:52.084766,172.16.0.1,10.0.0.2,490,0
2024-11-17 12:18:53.084766,192.168.1.2,192.168.1.100,1489,0
2024-11-17 12:18:54.084766,10.0.0.1,10.0.0.2,210,0
2024-11-17 12:18:55.084766,172.16.0.1,172.16.0.2,714,1
2024-11-17 12:18:56.084766,10.0.0.1,192.168.1.100,327,0
2024-11-17 12:18:57.084766,172.16.0.1,192.168.1.100,701,0
2024-11-17 12:18:58.084766,192.168.1.1,192.168.1.100,154,0
2024-11-17 12:18:59.084766,192.168.1.2,192.168.1.101,493,0
2024-11-17 12:19:00.084766,172.16.0.1,192.168.1.100,66,0
2024-11-17 12:19:01.084766,192.168.1.1,172.16.0.2,1013,0
2024-11-17 12:19:02.084766,10.0.0.1,172.16.0.2,578,0
2024-11-17 12:19:03.084766,192.168.1.2,192.168.1.101,820,0
2024-11-17 12:19:04.084766,192.168.1.1,172.16.0.2,386,0
2024-11-17 12:19:05.084766,172.16.0.1,10.0.0.2,183,0
2024-11-17 12:19:06.084766,10.0.0.1,192.168.1.101,1059,0
2024-11-17 12:19:07.084766,192.168.1.2,10.0.0.2,298,0
2024-11-17 12:19:08.084766,172.16.0.1,172.16.0.2,1466,0
2024-11-17 12:19:09.084766,172.16.0.1,10.0.0.2,1080,0
2024-11-17 12:19:10.084766,192.168.1.2,10.0.0.2,738,0
2024-11-17 12:19:11.084766,192.168.1.2,192.168.1.100,1303,0
2024-11-17 12:19:12.084766,192.168.1.2,192.168.1.101,657,0
2024-11-17 12:19:13.084766,172.16.0.1,192.168.1.101,146,0
2024-11-17 12:19:14.084766,192.168.1.2,172.16.0.2,760,0
2024-11-17 12:19:15.084766,172.16.0.1,10.0.0.2,727,0
2024-11-17 12:19:16.084766,172.16.0.1,192.168.1.101,21,0
2024-11-17 12:19:17.084766,10.0.0.1,172.16.0.2,1365,0
2024-11-17 12:19:18.084766,192.168.1.2,192.168.1.101,115,0
2024-11-17 12:19:19.084766,192.168.1.2,192.168.1.101,615,0
2024-11-17 12:19:20.084766,192.168.1.2,172.16.0.2,540,0
2024-11-17 12:19:21.084766,172.16.0.1,10.0.0.2,689,0
2024-11-17 12:19:22.084766,172.16.0.1,192.168.1.101,998,0
2024-11-17 12:19:23.084766,192.168.1.2,172.16.0.2,729,0
2024-11-17 12:19:24.084766,192.168.1.2,192.168.1.100,733,0
2024-11-17 12:19:25.084766,192.168.1.1,192.168.1.101,416,0
2024-11-17 12:19:26.084766,10.0.0.1,172.16.0.2,943,0
2024-11-17 12:19:27.084766,172.16.0.1,192.168.1.100,1486,0
2024-11-17 12:19:28.084766,192.168.1.1,192.168.1.100,335,0
2024-11-17 12:19:29.084766,172.16.0.1,192.168.1.100,1046,0
2024-11-17 12:19:30.084766,192.168.1.1,10.0.0.2,289,0
2024-11-17 12:19:31.084766,192.168.1.2,192.168.1.100,520,0
2024-11-17 12:19:32.084766,10.0.0.1,10.0.0.2,305,0
2024-11-17 12:19:33.084766,192.168.1.1,192.168.1.100,522,0
2024-11-17 12:19:34.084766,172.16.0.1,10.0.0.2,1456,0
2024-11-17 12:19:35.084766,10.0.0.1,192.168.1.101,253,0
2024-11-17 12:19:36.084766,10.0.0.1,192.168.1.101,1418,0
2024-11-17 12:19:37.084766,172.16.0.1,172.16.0.2,249,0
2024-11-17 12:19:38.084766,172.16.0.1,172.16.0.2,424,0
2024-11-17 12:19:39.084766,10.0.0.1,192.168.1.101,1487,1
2024-11-17 12:19:40.084766,10.0.0.1,192.168.1.100,1468,0
2024-11-17 12:19:41.084766,172.16.0.1,10.0.0.2,800,0
2024-11-17 12:19:42.084766,192.168.1.1,10.0.0.2,710,1
2024-11-17 12:19:43.084766,172.16.0.1,172.16.0.2,1269,0
2024-11-17 12:19:44.084766,192.168.1.2,10.0.0.2,1196,1
2024-11-17 12:19:45.084766,172.16.0.1,192.168.1.101,231,0
2024-11-17 12:19:46.084766,192.168.1.1,192.168.1.100,271,0
2024-11-17 12:19:47.084766,192.168.1.1,172.16.0.2,207,0
2024-11-17 12:19:48.084766,10.0.0.1,192.168.1.100,656,0
2024-11-17 12:19:49.084766,192.168.1.2,192.168.1.100,119,0
2024-11-17 12:19:50.084766,10.0.0.1,10.0.0.2,980,0
2024-11-17 12:19:51.084766,10.0.0.1,192.168.1.101,274,0
2024-11-17 12:19:52.084766,172.16.0.1,172.16.0.2,1159,0
2024-11-17 12:19:53.084766,172.16.0.1,10.0.0.2,912,0
2024-11-17 12:19:54.084766,192.168.1.1,192.168.1.101,141,0
2024-11-17 12:19:55.084766,172.16.0.1,10.0.0.2,439,0
2024-11-17 12:19:56.084766,192.168.1.1,192.168.1.101,343,0
2024-11-17 12:19:57.084766,172.16.0.1,172.16.0.2,779,0
2024-11-17 12:19:58.084766,10.0.0.1,172.16.0.2,1010,0
2024-11-17 12:19:59.084766,172.16.0.1,192.168.1.101,217,0
2024-11-17 12:20:00.084766,192.168.1.2,172.16.0.2,729,0
2024-11-17 12:20:01.084766,172.16.0.1,192.168.1.101,696,0
2024-11-17 12:20:02.084766,172.16.0.1,192.168.1.100,453,0
2024-11-17 12:20:03.084766,192.168.1.1,10.0.0.2,53,0
2024-11-17 12:20:04.084766,192.168.1.1,192.168.1.100,424,1
2024-11-17 12:20:05.084766,10.0.0.1,10.0.0.2,34,1
2024-11-17 12:20:06.084766,10.0.0.1,10.0.0.2,987,0
2024-11-17 12:20:07.084766,10.0.0.1,192.168.1.101,483,0
2024-11-17 12:20:08.084766,172.16.0.1,192.168.1.100,385,0
2024-11-17 12:20:09.084766,192.168.1.2,10.0.0.2,1217,0
2024-11-17 12:20:10.084766,192.168.1.1,10.0.0.2,1368,0
2024-11-17 12:20:11.084766,192.168.1.1,192.168.1.101,560,0
2024-11-17 12:20:12.084766,192.168.1.2,192.168.1.101,1204,0
2024-11-17 12:20:13.084766,10.0.0.1,172.16.0.2,1469,0
2024-11-17 12:20:14.084766,192.168.1.1,192.168.1.101,360,0
2024-11-17 12:20:15.084766,192.168.1.1,10.0.0.2,129,0
2024-11-17 12:20:16.084766,172.16.0.1,10.0.0.2,530,0
2024-11-17 12:20:17.084766,192.168.1.2,192.168.1.101,1410,0
2024-11-17 12:20:18.084766,192.168.1.1,172.16.0.2,1412,0
2024-11-17 12:20:19.084766,172.16.0.1,192.168.1.100,1024,0
2024-11-17 12:20:20.084766,192.168.1.2,10.0.0.2,1173,0
2024-11-17 12:20:21.084766,172.16.0.1,172.16.0.2,541,0
2024-11-17 12:20:22.084766,10.0.0.1,10.0.0.2,1252,0
2024-11-17 12:20:23.084766,192.168.1.2,192.168.1.100,1403,0
2024-11-17 12:20:24.084766,172.16.0.1,10.0.0.2,497,1
2024-11-17 12:20:25.084766,192.168.1.1,172.16.0.2,1420,0
2024-11-17 12:20:26.084766,172.16.0.1,192.168.1.100,475,0
2024-11-17 12:20:27.084766,192.168.1.2,192.168.1.101,1359,1
2024-11-17 12:20:28.084766,10.0.0.1,172.16.0.2,553,0
2024-11-17 12:20:29.084766,172.16.0.1,10.0.0.2,498,0
2024-11-17 12:20:30.084766,10.0.0.1,172.16.0.2,220,0
2024-11-17 12:20:31.084766,172.16.0.1,192.168.1.100,1467,0
2024-11-17 12:20:32.084766,10.0.0.1,192.168.1.101,1419,0
2024-11-17 12:20:33.084766,10.0.0.1,192.168.1.101,718,0
2024-11-17 12:20:34.084766,172.16.0.1,172.16.0.2,842,0
2024-11-17 12:20:35.084766,192.168.1.2,192.168.1.101,886,0
2024-11-17 12:20:36.084766,192.168.1.1,192.168.1.101,1303,0
2024-11-17 12:20:37.084766,172.16.0.1,192.168.1.101,909,0
2024-11-17 12:20:38.084766,172.16.0.1,192.168.1.101,323,0
2024-11-17 12:20:39.084766,172.16.0.1,192.168.1.101,806,0
2024-11-17 12:20:40.084766,192.168.1.1,10.0.0.2,1451,0
2024-11-17 12:20:41.084766,192.168.1.2,192.168.1.100,1016,0
2024-11-17 12:20:42.084766,10.0.0.1,10.0.0.2,1231,0
2024-11-17 12:20:43.084766,192.168.1.2,172.16.0.2,531,0
2024-11-17 12:20:44.084766,192.168.1.1,10.0.0.2,817,0
2024-11-17 12:20:45.084766,192.168.1.2,172.16.0.2,1453,0
2024-11-17 12:20:46.084766,10.0.0.1,192.168.1.101,445,0
2024-11-17 12:20:47.084766,192.168.1.2,192.168.1.101,1378,0
2024-11-17 12:20:48.084766,172.16.0.1,172.16.0.2,1299,0
2024-11-17 12:20:49.084766,172.16.0.1,192.168.1.100,1435,0
2024-11-17 12:20:50.084766,10.0.0.1,172.16.0.2,805,0
2024-11-17 12:20:51.084766,10.0.0.1,172.16.0.2,1163,0
2024-11-17 12:20:52.084766,192.168.1.2,192.168.1.100,1414,0
2024-11-17 12:20:53.084766,192.168.1.1,172.16.0.2,318,0
2024-11-17 12:20:54.084766,10.0.0.1,192.168.1.100,383,0
2024-11-17 12:20:55.084766,172.16.0.1,172.16.0.2,189,0
2024-11-17 12:20:56.084766,172.16.0.1,192.168.1.100,1343,0
2024-11-17 12:20:57.084766,192.168.1.1,192.168.1.101,1043,0
2024-11-17 12:20:58.084766,192.168.1.1,10.0.0.2,1490,0
2024-11-17 12:20:59.084766,172.16.0.1,192.168.1.100,577,0
2024-11-17 12:21:00.084766,172.16.0.1,192.168.1.100,87,0
2024-11-17 12:21:01.084766,10.0.0.1,192.168.1.101,679,0
2024-11-17 12:21:02.084766,192.168.1.1,192.168.1.101,865,0
2024-11-17 12:21:03.084766,10.0.0.1,192.168.1.101,1114,0
2024-11-17 12:21:04.084766,10.0.0.1,10.0.0.2,760,0
2024-11-17 12:21:05.084766,192.168.1.2,192.168.1.101,568,0
2024-11-17 12:21:06.084766,172.16.0.1,192.168.1.101,1163,0
2024-11-17 12:21:07.084766,192.168.1.1,192.168.1.100,27,0
