timestamp,source_ip,destination_ip,packet_size,malicious,anomaly
2024-11-17 11:31:49.311743,192.168.1.2,192.168.1.101,689,0,0
2024-11-17 11:31:50.311743,10.0.0.1,192.168.1.100,425,0,0
2024-11-17 11:31:51.311743,10.0.0.1,172.16.0.2,630,0,0
2024-11-17 11:31:52.311743,192.168.1.2,192.168.1.100,815,0,0
2024-11-17 11:31:53.311743,10.0.0.1,192.168.1.101,410,0,0
2024-11-17 11:31:54.311743,172.16.0.1,10.0.0.2,1336,0,0
2024-11-17 11:31:55.311743,10.0.0.1,192.168.1.101,326,0,0
2024-11-17 11:31:56.311743,172.16.0.1,10.0.0.2,213,0,0
2024-11-17 11:31:57.311743,10.0.0.1,192.168.1.101,469,0,0
2024-11-17 11:31:58.311743,10.0.0.1,10.0.0.2,1044,0,0
2024-11-17 11:31:59.311743,192.168.1.1,10.0.0.2,392,0,0
2024-11-17 11:32:00.311743,10.0.0.1,172.16.0.2,994,0,0
2024-11-17 11:32:01.311743,192.168.1.2,172.16.0.2,109,0,0
2024-11-17 11:32:02.311743,10.0.0.1,10.0.0.2,451,0,0
2024-11-17 11:32:03.311743,192.168.1.1,172.16.0.2,1235,0,0
2024-11-17 11:32:04.311743,192.168.1.1,192.168.1.100,529,0,0
2024-11-17 11:32:05.311743,192.168.1.1,192.168.1.101,1385,0,0
2024-11-17 11:32:06.311743,10.0.0.1,10.0.0.2,1000,0,0
2024-11-17 11:32:07.311743,172.16.0.1,192.168.1.101,722,0,0
2024-11-17 11:32:08.311743,192.168.1.1,172.16.0.2,221,0,0
2024-11-17 11:32:09.311743,172.16.0.1,192.168.1.100,993,0,0
2024-11-17 11:32:10.311743,172.16.0.1,172.16.0.2,928,0,0
2024-11-17 11:32:11.311743,172.16.0.1,192.168.1.101,736,0,0
2024-11-17 11:32:12.311743,192.168.1.1,10.0.0.2,993,0,0
2024-11-17 11:32:13.311743,192.168.1.1,192.168.1.100,388,0,0
2024-11-17 11:32:14.311743,192.168.1.1,172.16.0.2,664,0,0
2024-11-17 11:32:15.311743,10.0.0.1,172.16.0.2,953,0,0
2024-11-17 11:32:16.311743,192.168.1.1,10.0.0.2,1377,0,0
2024-11-17 11:32:17.311743,172.16.0.1,172.16.0.2,1403,0,0
2024-11-17 11:32:18.311743,192.168.1.1,172.16.0.2,1209,0,0
2024-11-17 11:32:19.311743,192.168.1.2,192.168.1.100,1235,0,0
2024-11-17 11:32:20.311743,10.0.0.1,172.16.0.2,471,0,0
2024-11-17 11:32:21.311743,172.16.0.1,172.16.0.2,1188,0,0
2024-11-17 11:32:22.311743,192.168.1.2,192.168.1.101,939,0,0
2024-11-17 11:32:23.311743,192.168.1.1,192.168.1.101,289,0,0
2024-11-17 11:32:24.311743,192.168.1.2,192.168.1.100,1291,0,0
2024-11-17 11:32:25.311743,10.0.0.1,192.168.1.101,631,0,0
2024-11-17 11:32:26.311743,192.168.1.1,172.16.0.2,1165,0,0
2024-11-17 11:32:27.311743,192.168.1.2,172.16.0.2,848,0,0
2024-11-17 11:32:28.311743,10.0.0.1,192.168.1.101,712,0,0
2024-11-17 11:32:29.311743,172.16.0.1,172.16.0.2,1497,0,1
2024-11-17 11:32:30.311743,10.0.0.1,192.168.1.100,188,0,0
2024-11-17 11:32:31.311743,10.0.0.1,192.168.1.100,1063,0,0
2024-11-17 11:32:32.311743,192.168.1.2,10.0.0.2,516,0,0
2024-11-17 11:32:33.311743,10.0.0.1,172.16.0.2,1379,0,0
2024-11-17 11:32:34.311743,192.168.1.1,192.168.1.101,176,0,0
2024-11-17 11:32:35.311743,172.16.0.1,192.168.1.100,1436,0,0
2024-11-17 11:32:36.311743,192.168.1.1,10.0.0.2,286,0,0
2024-11-17 11:32:37.311743,192.168.1.1,192.168.1.100,1232,0,0
2024-11-17 11:32:38.311743,172.16.0.1,192.168.1.101,1196,0,0
2024-11-17 11:32:39.311743,172.16.0.1,192.168.1.101,160,0,0
2024-11-17 11:32:40.311743,10.0.0.1,172.16.0.2,38,0,1
2024-11-17 11:32:41.311743,172.16.0.1,172.16.0.2,38,0,1
2024-11-17 11:32:42.311743,192.168.1.2,172.16.0.2,346,0,0
2024-11-17 11:32:43.311743,10.0.0.1,192.168.1.100,329,0,0
2024-11-17 11:32:44.311743,192.168.1.1,10.0.0.2,36,0,1
2024-11-17 11:32:45.311743,192.168.1.2,10.0.0.2,1340,0,0
2024-11-17 11:32:46.311743,192.168.1.2,192.168.1.100,848,0,0
